id,sku,brand,old_type,new_type,sub_type,changed,name
555,BFV-3415T,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ INAX BFV-3415T (BFV3415T)"
556,BFV-3415T-8C,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nhiệt độ INAX BFV-3415T-8C (BFV3415T8C)"
557,BFV-3413T-3C,INAX,sen-nhiet-do,cu-sen,,YES,"Sen tắm nhiệt độ INAX BFV-3413T-3C (BFV3413T3C)"
558,BFV-3413T-4C,INAX,sen-nhiet-do,cu-sen,,YES,"Sen tắm nhiệt độ INAX BFV-3413T-4C (BFV3413T4C)"
559,BFV-7145T-3C,INAX,sen-nhiet-do,cu-sen,,YES,"Sen tắm nhiệt độ INAX BFV-7145T-3C (BFV7145T3C)"
560,BFV-6015S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng ổn nhiệt INAX BFV-6015S (BFV6015S)"
561,BFV-3413T-7C,INAX,sen-nhiet-do,cu-sen,,YES,"Sen tắm nhiệt độ INAX BFV-3413T-7C (BFV3413T7C)"
562,BFV-3413T-8C,INAX,sen-nhiet-do,cu-sen,,YES,"Sen tắm nhiệt độ INAX BFV-3413T-8C (BFV3413T8C)"
563,BFV-3415T-7C,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nhiệt độ INAX BFV-3415T-7C (BFV3415T7C)"
564,BFV-655T,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây nhiệt độ INAX BFV-655T (BFV655T)"
565,BFV-3415T-9C,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ INAX BFV-3415T-9C (BFV3415T9C)"
566,BFV-655T-SPA,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây nhiệt độ INAX BFV-655T-SPA (BFV655TSPA)"
567,BFV-639T,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây nhiệt độ INAX BFV-639T"
568,BFV-619T,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây nhiệt độ INAX BFV-619T"
569,BFV-636T,INAX,sen-nhiet-do,cu-sen,,YES,"Sen tắm nhiệt độ INAX BFV-636T"
570,TVSM104NSR/DM907CS,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm đứng nóng lạnh TOTO DM907CS kèm vòi sen TVSM104NSR"
571,TBW01301AB,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh TOTO TBW01301AB dòng G kèm vòi xả bồn"
572,TBW01401AA,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ TOTO TBW01401AA dòng G kèm vòi xả bồn"
573,DM907CS,TOTO,sen-cay,sen-dung,,YES,"Sen tắm cây đứng TOTO DM907CS (dáng tròn)"
574,TX454SFV2BRN,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ TOTO TX454SFV2BRN"
575,TBW02002BA/TBG04302VA/TBW02006A,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh TOTO TBG04302VA kèm bát sen TBW02002BA, bát sen TBW02006A"
576,DM907CS/TBS01302V/DGH104ZR,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nóng lạnh TOTO DM907CS kèm vòi sen TBS01302V, bát sen DGH104ZR"
577,DM907CS/TBS02302V/DGH104ZR,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nóng lạnh TOTO DM907CS kèm vòi sen TBS02302V, bát sen DGH104ZR"
578,DM907CS/TBS03302V/DGH104ZR,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nóng lạnh TOTO DM907CS kèm vòi sen TBS03302V, bát sen DGH104ZR"
579,DM907CS/TBS04302V/DGH104ZR,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nóng lạnh TOTO DM907CS kèm vòi sen TBS04302V, bát sen DGH104ZR"
580,DM907C1S/TVSM110RUR/DGH104ZR,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nóng lạnh TOTO DM907C1S kèm vòi sen TVSM110RUR, bát sen DGH104ZR"
581,DM907C1S,TOTO,sen-cay,sen-dung,,YES,"Sen tắm cây đứng TOTO DM907C1S (dáng vuông)"
582,TBW01001BA,TOTO,sen-cay,sen-dung,,YES,"Thân sen cây TOTO TBW01001BA (mã cũ TBW01001B1)"
583,TBW02001BA,TOTO,sen-cay,sen-dung,,YES,"Thân sen cây TOTO TBW02001BA"
584,TBW01002BA,TOTO,sen-cay,sen-dung,,YES,"Thân sen cây TOTO TBW01002BA (mã cũ TBW01002B1)"
585,TBW02002BA,TOTO,sen-cay,sen-dung,,YES,"Thân sen cây TOTO TBW02002BA dáng vuông 2 chế độ (mã cũ TBW02002B1)"
586,TBW02002BA/TBG02302VA/TBW02017A,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh TOTO TBG02302VA kèm bát sen TBW02002BA, bát sen TBW02017A"
587,TBW01002BA/TBG01302VA/TBW01010A,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh TOTO TBG01302VA kèm bát sen TBW01002BA, bát sen TBW01010A"
588,TBW01002BA/TBG03302VA/TBW01010A,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh TOTO TBG03302VA kèm bát sen TBW01002BA, bát sen TBW01010A"
589,TBW01001BA/TBS02302V/TBW01008A,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh TOTO TBS02302V kèm bát sen TBW01001BA, bát sen TBW01008A"
610,DGH108ZR,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO DGH108ZR (5 chế độ)"
611,DGH104ZR,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO DGH104ZR (1 chế độ)"
612,TX491SN,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn trần TOTO TX491SN (tròn, 250mm)"
613,TVSM103NSS,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TVSM103NSS"
614,TBS01302V/DGH108ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS01302V kèm bát sen DGH108ZR"
615,TBS02302V/DGH108ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS02302V kèm bát sen DGH108ZR"
616,TBS03302V/DGH108ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS03302V kèm bát sen DGH108ZR"
617,TBS04302V/DGH108ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS04302V kèm bát sen DGH108ZR"
618,TBS01302V/DGH104ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS01302V kèm bát sen DGH104ZR"
619,TBS02302V/DGH104ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS02302V kèm bát sen DGH104ZR"
620,TBS03302V/DGH104ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS03302V kèm bát sen DGH104ZR"
621,TBS04302V/DGH104ZR,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS04302V kèm bát sen DGH104ZR"
622,TBS01302V/TBW02006A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS01302V kèm bát sen TBW02006A"
623,TBS03302V/TBW02006A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS03302V kèm bát sen TBW02006A"
624,TBS04302V/TBW02006A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS04302V kèm bát sen TBW02006A"
625,TBS01302V/TBW01010A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS01302V kèm bát sen TBW01010A"
626,TBS02302V/TBW02006A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS02302V kèm bát sen TBW02006A"
627,TBS02302V/TBW01010A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS02302V kèm bát sen TBW01010A"
628,TBS03302V/TBW01010A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS03302V kèm bát sen TBW01010A"
629,TBS04302V/TBW01010A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS04302V kèm bát sen TBW01010A"
881,BF-SC7,INAX,tay-sen,tay-sen,,,"Tay sen tăng áp màu xám INAX BF-SC7 (BFSC7) (7C)"
882,BF-SC8,INAX,tay-sen,tay-sen,,,"Tay sen tăng áp INAX BF-SC8 (BFSC8) (8C) màu trắng viền mạ Chrome"
883,BF-SC1,INAX,tay-sen,tay-sen,,,"Tay sen tắm INAX BF-SC1 (BFSC1) (1C)"
884,BF-SC3,INAX,tay-sen,tay-sen,,,"Tay sen tắm INAX BF-SC3 (BFSC3) (3C)"
885,BF-SC9,INAX,tay-sen,tay-sen,,,"Tay sen tắm INAX BF-SC9 (BFSC9) (9C INAX)"
886,BFV-1403S-8C,INAX,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh INAX BFV-1403S-8C (BFV1403S8C)"
887,BFV-1403S-4C,INAX,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh INAX BFV-1403S-4C (BFV1403S4C)"
888,BFV-1113S-7C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-1113S-7C (BFV1113S7C)"
889,BFV-1113S-8C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-1113S-8C (BFV1113S8C)"
890,BFV-1403S-7C,INAX,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh INAX BFV-1403S-7C (BFV1403S7C)"
891,BFV-1403S-3C,INAX,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh INAX BFV-1403S-3C (BFV1403S3C)"
892,BFV-17-7C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh INAX BFV-17-7C (BFV177C)"
893,BFV-17-8C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh INAX BFV-17-8C (BFV178C)"
894,BFV-1113S-1C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-1113S-1C (BFV1113S1C)"
895,BFV-10-1C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh INAX BFV-10-1C (BFV101C)"
896,BFV-10-2C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh INAX BFV-10-2C (BFV102C)"
897,BFV-10,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh INAX BFV-10 (BFV10)"
898,BFV-71S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh INAX BFV-71S (BFV71S)"
899,BFV-60S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm đứng nóng lạnh INAX BFV-60S (BFV60S)"
900,BFV-70S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh INAX BFV-70S (BFV70S)"
901,BFV-515S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh INAX BFV-515S (BFV515S)"
902,BFV-915S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh INAX BFV-915S (BFV915S)"
903,BFV-2015S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh INAX BFV-2015S (BFV2015S)"
904,BFV-635S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây nóng lạnh INAX BFV-635S (BFV635S)"
905,BFV-1115S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh INAX BFV-1115S (BFV1115S)"
906,BFV-1405S,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm nóng lạnh INAX BFV-1405S (BFV1405S)"
907,BFV-CL1,INAX,sen-cay,sen-dung,,YES,"Sen cây tắm đứng tách rời INAX BFV-CL1 (BFVCL1)"
908,BFV-CL2,INAX,sen-cay,sen-dung,,YES,"Sen cây tắm đứng tách rời INAX BFV-CL2 (BFVCL2)"
909,BFV-615S-8C,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh INAX BFV-615S-8C (BFV615S8C)"
910,BFV-1115S-3C,INAX,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh INAX BFV-1115S-3C (BFV1115S3C)"
1071,26250000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Rainshower SmartControl 360 Duo GROHE 26250000"
1072,S578C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S578C"
1073,S688CB,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S688CB"
1074,S688C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S688C"
1075,26608000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Euphoria SmartControl System 260 Mono Grohe 26608000"
1076,S788C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ Caesar S788C"
1077,S788CB,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ Caesar S788CB"
1078,S1028S,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S1028S"
1079,27394002,GROHE,sen-cay,sen-dung,,YES,"Sen cây tắm đứng GROHE 27394002 New Tempesta Cosmopolitan 200"
1080,26689000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Tempesta Cosmopolitan 250 cube GROHE 26689000"
1081,26670000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Tempesta Cosmopolitan 250 GROHE 26670000"
1082,26670001,GROHE,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nhiệt độ Tempesta System 250 GROHE 26670001"
1083,S1038S,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ Caesar S1038S"
1084,S658C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm đứng ổn nhiệt Caesar S658C"
1085,BS122,CAESAR,sen-cay,sen-dung,,YES,"Sen cây tắm đứng Caesar BS122"
1086,S338C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S338C"
1087,BS124,CAESAR,sen-cay,sen-dung,,YES,"Sen cây tắm đứng Caesar BS124"
1088,BS125,CAESAR,sen-cay,sen-dung,,YES,"Sen cây tắm đứng Caesar BS125"
1089,WF-9H11,American Standard,tay-sen,tay-sen,,,"Tay sen American Standard WF-9H11 (WF9H11) EasySET 3 Chức Năng"
1090,26544000,GROHE,tay-sen,tay-sen,,,"Tay sen tắm RSH SmartActive 130 Grohe 26544000"
1091,26550000,GROHE,tay-sen,tay-sen,,,"Tay sen tắm RSH SmartActive CUBE 130 Grohe 26550000"
1092,26583000,GROHE,tay-sen,tay-sen,,,"Bộ tay sen tắm và thanh trượt SmartActive 3 chế độ GROHE 26583000"
1093,26546000,GROHE,tay-sen,tay-sen,,,"Bộ tay sen tắm và thanh trượt SmartActive 3 chế độ GROHE 26546000"
1094,27588003,GROHE,tay-sen,tay-sen,,,"Tay sen tắm Tempesta Cube 110 3 chế độ GROHE 27588003"
1095,27588002,GROHE,sen-tam,tay-sen,,YES,"Bộ tay và gác sen tắm New Tempesta Cosmopolitan 100 GROHE 27588002"
1096,27231001,GROHE,tay-sen,tay-sen,,,"Bộ tay sen và thanh trượt 600mm Euphoria 110 Massage GROHE 27231001"
1097,27698000,GROHE,tay-sen,tay-sen,,,"Tay sen tắm Euphoria Cube Stick GROHE 27698000"
1098,27367000,GROHE,tay-sen,tay-sen,,,"Tay sen tắm Euphoria Cosmopolitan Grohe 27367000"
1099,WF-B211H,American Standard,tay-sen,tay-sen,,,"Tay sen kèm dây & gác sen American Standard Codie WF-B211H (WFB211H)"
1100,FFASS505-AQ,American Standard,tay-sen,tay-sen,,,"Tay sen tắm American Standard Genie FFASS505"
1101,SH233,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ Caesar SH233"
1102,SH211W,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm nhựa Caesar SH211W"
1103,SH437,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ Caesar SH437"
1104,1053360000,GROHE,sen-am-tuong,sen-am-tuong,2-duong,,"Bộ sen âm tường nóng lạnh 2 đường nước Cubeo GROHE 1053360000"
1105,34706000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ sen âm tường ổn nhiệt với bát sen GROHE 34706000"
1106,26687000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ bát sen gắn tường Tempesta 250 Cube GROHE 26687000"
1107,19450002,GROHE,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ điều khiển sen âm tường Eurosmart GROHE 19450002"
1108,26663000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ bát sen gắn tường Tempesta 250 Grohe 26663000"
1109,26668000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ bát sen gắn tường Tempesta 250 GROHE 26668000"
1110,26483000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ âm của bát sen trần Rainshower SmartActive GROHE 26483000"
1111,26458000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen gắn tường Euphoria 260 Grohe 26458000"
1112,27057000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Rainshower GROHE 27057000"
1113,27485000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Thanh treo bát sen gắn trần GROHE 27485000"
1114,34744000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ sen âm tường ổn nhiệt SmartControl với bát sen Euphoria 260 GROHE 34744000"
1115,28671000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Relexa GROHE 28671000"
1116,26685000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen vuông Tempesta Cube 250 Grohe 26685000"
1117,27704000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Rainshower Euphoria Cube GROHE 27704000"
1118,33963000,GROHE,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ trộn sen âm tường GROHE 33963000"
1119,35600000,GROHE,sen-nhiet-do,phu-kien,mat-dieu-khien,YES,"Bộ âm ổn nhiệt SmartBox GROHE 35600000"
1120,34741000,GROHE,sen-am-tuong,sen-am-tuong,nhiet-do,,"Bộ sen âm tường ổn nhiệt vuông Allure 230 GROHE 34741000"
1121,WF-1321,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường American Standard Acacia WF-1321 (WF1321)"
1122,FFASS054,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Đầu sen tắm âm tường American Standard EasySET FFASS054"
1123,FFAS9143,American Standard,sen-tam,phu-kien,gac-sen,YES,"Co nối kèm gác sen vuông EasySET American Standard FFAS9143"
1124,TS617,CAESAR,sen-nhiet-do,cu-sen,,YES,"Bộ vòi sen tắm nhiệt độ Caesar TS617"
1125,23605000,GROHE,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh BauEdge GROHE 23605000"
1226,TBW01008A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW01008A"
1227,TBW02005A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW02005A"
1228,TBW01010A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ TOTO TBW01010A"
1229,TBW02006A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ TOTO TBW02006A"
1230,TBW02017A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW02017A"
1231,TBW03002B,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW03002B (5 chế độ)"
1232,TTSR106EMFU,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm massage TOTO TTSR106EMFU"
1233,TBW07008A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW07008A (1 chế độ)"
1234,TBW07009A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW07009A (3 chế độ)"
1235,TBW07012A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW07012A  (2 chế độ)"
1236,TBW07011A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW07011A  (1 chế độ)"
1237,TBW01035V,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW01035V (3 chế độ) phun sương MistSpa"
1238,TBW09000V,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW09000V (1 chế độ)"
1239,TBW15CE0A,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW15CE0A (4 chế độ)"
1240,TBW09010V,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW09010V (3 chế độ)"
1241,TBW01008V,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW01008V"
1242,TBW01010V,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW01010V (3 chế độ)"
1243,TBW02005V,TOTO,tay-sen,tay-sen,,,"Tay sen tắm TOTO TBW02005V"
1289,119198,GROHE,combo,sen-dung,,YES,"Combo sen vòi cao cấp và phụ kiện SMC Essence GROHE 119198"
1290,119197,GROHE,combo,sen-dung,,YES,"Combo sen vòi cao cấp và phụ kiện SMC Lineare GROHE 119197"
1438,S393C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S393C / CB / CW / CR / CG"
1439,S503C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S503C"
1440,S573C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S573C"
1441,BS126,CAESAR,sen-cay,sen-dung,,YES,"Sen cây tắm đứng Caesar BS126"
1442,BS127,CAESAR,sen-cay,sen-dung,,YES,"Sen cây tắm đứng Caesar BS127"
1443,TS620,CAESAR,sen-nhiet-do,cu-sen,,YES,"Bộ vòi sen tắm nhiệt độ Caesar TS620"
1444,S333C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S333C"
1445,BS125+S393C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh CAESAR BS125 kèm S393C"
1446,BS127+S393C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh CAESAR BS127 kèm S393C"
1447,BS126+S393C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nóng lạnh CAESAR BS126 kèm S393C"
1448,BS124+S393C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nóng lạnh CAESAR BS124 kèm S393C"
1449,S668C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S668C"
1450,S648C,CAESAR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nóng lạnh Caesar S648C"
1451,BS641,CAESAR,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường nóng lạnh Caesar BS641"
1452,BS644,CAESAR,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường nóng lạnh Caesar BS644"
1453,WG117,CAESAR,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm Caesar WG117"
1454,WG118,CAESAR,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm Caesar WG118"
1455,BS659,CAESAR,sen-am-tuong,sen-am-tuong,3-duong,,"Sen tắm âm tường nóng lạnh CAESAR BS659 3 đường nước"
1456,50050JCC,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar 50050JCC"
1457,50060JCC,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar 50060JCC"
1458,50070JCC,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar 50070JCC"
1459,BS122-2,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar BS122-2"
1460,S378C-4,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar S378C-4"
1461,S578-4,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar S578-4"
1462,S648C-3,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar S648C-3"
1463,S668C-4,CAESAR,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm Caesar S668C-4"
1543,34567000,GROHE,sen-nhiet-do,phu-kien,linh-kien,YES,"Bộ trộn sen tắm ổn nhiệt 2 chế độ Grohtherm 800 GROHE 34567000"
1544,34558000,GROHE,sen-nhiet-do,phu-kien,linh-kien,YES,"Bộ trộn sen tắm ổn nhiệt Grohtherm 800 GROHE 34558000"
1545,S463C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S463C"
1546,S403C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S403C"
1547,S038C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh Caesar S038C"
1548,S563C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S563C"
1634,BFV-81SEHC,INAX,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường INAX BFV-81SEHC (BFV81SEHC) nóng lạnh"
1635,BFV-81SEHW,INAX,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường INAX BFV-81SEHW (BFV81SEHW) nóng lạnh"
1636,BFV-71SEW,INAX,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường nóng lạnh INAX BFV-71SEW (BFV71SEW)"
1637,BFV-6003S,INAX,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh INAX BFV-6003S (BFV6003S)"
1638,BFV-8000S,INAX,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh INAX BFV-8000S (BFV8000S)"
1639,BFV-8000S-1C,INAX,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh INAX BFV-8000S-1C (BFV8000S1C)"
1640,BFV-213S-3C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-213S-3C (BFV213S3C)"
1641,BFV-213S-1C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-213S-1C (BFV213S1C)"
1642,BFV-3003S-3C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-3003S-3C (BFV3003S3C)"
