id,sku,brand,old_type,new_type,sub_type,changed,name
2603,SH321,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar SH321"
2604,SH510/50211MCW,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar SH510 kèm dây sen 50211MCW"
2605,27742000,GROHE,sen-tam,tay-sen,,YES,"Bộ tay và gác sen Power Soul 130 Grohe 27742000"
2606,27702000,GROHE,sen-tam,tay-sen,,YES,"Bộ tay và gác sen tắm Euphoria Cube Stick GROHE 27702000"
2607,27354000,GROHE,sen-tam,tay-sen,,YES,"Bộ tay và gác sen tắm Euphoria 110 Mono GROHE 27354000"
2608,27787002,GROHE,tay-sen,tay-sen,,,"Bộ tay sen và thanh treo 4 chế độ New Tempesta Cosmopolitan 100 GROHE 27787002"
2609,26580000,GROHE,sen-tam,tay-sen,,YES,"Bộ tay và gác sen Rainshower SmartActive 130 GROHE 26580000"
2610,26588000,GROHE,sen-tam,tay-sen,,YES,"Bộ tay và gác sen Rainshower SmartActive Cube 130 GROHE 26588000"
2611,27586001,GROHE,tay-sen,tay-sen,,,"Bộ tay sen tắm 3 chế độ Tempesta Cosmopolitan GROHE 27586001"
2612,27267001,GROHE,tay-sen,tay-sen,,,"Bộ tay sen tắm Euphoria 110 Mono GROHE 27267001"
2613,27993000,GROHE,tay-sen,tay-sen,,,"Bộ tay sen tắm RSH Grandera GROHE 27993IG0"
2614,27573002,GROHE,tay-sen,tay-sen,,,"Tay sen tắm Tempesta Cosmopolitan GROHE 27573002"
2615,27805000,GROHE,tay-sen,tay-sen,,,"Tay sen tắm Tempesta Rustic 100 GROHE 27805000"
2616,Z10D#BL(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z10D#BL(HM) 1 chức năng"
2617,Z001(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z001(HM) 3 chức năng"
2618,Z72(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z72(HM) 1 chức năng"
2619,Z84(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z84(HM) 5 chức năng"
2620,ZH011(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH011(HM) 1 chức năng"
2621,Z89(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z89(HM) 3 chức năng"
2622,Z90(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z90(HM) 3 chức năng"
2623,Z92(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z92(HM) 1 chức năng"
2624,ZH012(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH012(HM) 3 chức năng"
2625,ZH013(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH013(HM) có đèn led"
2626,ZH017(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH017(HM) 3 chức năng"
2627,ZH018(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH018(HM) 3 chức năng"
2628,ZH020(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH020(HM) 1 chức năng"
2629,ZH021#SA(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH021#SA(HM) 1 chức năng"
2630,Z10#GR(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO Z10 Z10#GR(HM)"
2631,ZH019#BL(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO ZH019"
2632,S17(HM),COTTO,tay-sen,tay-sen,,,"Tay sen tắm COTTO S17 S17(HM)"
2636,106444-1M5,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm dài 1.5m MOEN 106444-1M5"
2637,147169-1M8,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm dài 1.8m MOEN 147169-1M8"
2638,HK30012-1M5,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm 1.5m MOEN HK30012-1M5"
2639,148691-1M8,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm 1.8m MOEN 148691-1M8"
2640,3827,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm MOEN 3827"
2641,3667EP,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt và tay sen tắm MOEN 3667EP"
2642,3869EPORB,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt và tay sen tắm màu đồng đen MOEN Kingsley 3869EPORB"
2643,A802-30,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm MOEN A802-30"
2644,A805-30,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm MOEN A805-30"
2645,A806-30,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm MOEN A806-30"
2646,P5120C-30,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm MOEN P5120C-30"
2647,S3879EP,MOEN,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm MOEN S3879EP"
2648,162104,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm 1.8m MOEN 162104"
2649,172386,MOEN,tay-sen,tay-sen,,,"Tay sen tắm MOEN 172386"
2650,3851,MOEN,tay-sen,tay-sen,,,"Tay sen tắm MOEN 3851"
2651,29898,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm MOEN 29898"
2652,118322,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm 1.8m MOEN 118322"
2653,146320,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm dài 1.8m MOEN 146320"
2654,DN8001CH,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen có tay cầm MOEN DN8001CH"
2655,HK10013,MOEN,tay-sen,tay-sen,,,"Bộ dây tay sen tắm dài 1.8m MOEN HK10013"
2656,AT9A197,ATMOR,sen-am-tuong,sen-am-tuong,1-duong,,"Củ vòi âm tường ATMOR AT9A197"
2657,KX-033,ATMOR,sen-tam,phu-kien,thanh-truot,YES,"Bộ thanh trượt ATMOR KX-033"
2658,900931,ATMOR,sen-am-tuong,sen-am-tuong,1-duong,,"Củ vòi âm tường ATMOR 900931"
2659,AT09014-3,ATMOR,sen-tam,phu-kien,day-sen,YES,"Cần sen ATMOR AT09014-3"
2660,AT09003-2,ATMOR,sen-tam,phu-kien,day-sen,YES,"Cần sen ATMOR AT09003-2"
2661,57332,MOEN,sen-nhiet-do,cu-sen,,YES,"Bộ sen tắm nhiệt độ MOEN Thermostatic 57332"
2662,58332,MOEN,sen-nhiet-do,cu-sen,,YES,"Bộ sen tắm nhiệt độ MOEN Thermostatic 58332"
2663,TBW160V0A,TOTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm TOTO TBW160V0A (900 mm)"
2664,TBW01004A/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01004A kèm van TBV01407B, van TBN01001B"
2665,TBW02003A/TBV02403B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW02003A kèm van TBV02403B, van TBN01001B"
2666,TBW07001A/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW07001A kèm van TBV01407B, van TBN01001B"
2667,TBW02004A/TBV02403B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW02004A kèm van TBV02403B, van TBN01001B"
2668,TBW01003A/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01003A kèm van TBV01407B, van TBN01001B"
2669,TBW02005A/TBW02013B/TBG02303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02303BA kèm bát sen TBW02005A, bát sen TBW02013B, van TBN01001B"
2670,TBW02003A/TBG02001B/TBG02304BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW02003A, vòi sen TBG02304BA, van TBN01001B"
2671,TBW07009A/TBG01001B/TBW01014B/TBS04304B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW07009A, bát sen TBW01014B, vòi sen TBS04304B"
2672,TBW07012A/TBG01001B/TBW02013B/TBS04304B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW07012A, bát sen TBW02013B, vòi sen TBS04304B"
2673,TBW01003A/TBG01001B/TBS04304B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW01003A, vòi sen TBS04304B"
2674,TBW01010A/TBG01001B/TBW01014B/TBS04304B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW01010A, bát sen TBW01014B, vòi sen TBS04304B"
2675,TBW02006A/TBG02001B/TBW02013B/TBG02304BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW02006A, bát sen TBW02013B, vòi sen TBG02304BA, van TBN01001B"
2676,TBW07012A/TBG01001B/TBW01016B/TBW02013B/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW07012A, bát sen TBW01016B, bát sen TBW02013B, van TBV01408B"
2677,TBW08001A/TBW02006A/TBW07019A/TBW08009A/TBV02406B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW08001A kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW08009A, van TBV02406B"
2678,TBW01003A/TBW01010A/TBW01016B/TBW01014B/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01003A kèm bát sen TBW01010A, bát sen TBW01016B, bát sen TBW01014B, van TBV01408B"
2679,TBW07001A/TBW07009A/TBW01016B/TBW02013B/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW07001A kèm bát sen TBW07009A, bát sen TBW01016B, bát sen TBW02013B, van TBV01408B"
2680,TBW02006A/TBG02001B/TBW07019A/TBW02013B/TBV02404B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, van TBV02404B"
2681,TBW02003A/TBW02006A/TBW07019A/TBW02013B/TBV02404B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW02003A kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, van TBV02404B"
2682,TBW01004A/TBW01010A/TBW01016B/TBW07020A/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01004A kèm bát sen TBW01010A, bát sen TBW01016B, bát sen TBW07020A, van TBV01408B"
2683,TBW07001A/TBW01010A/TBW01016B/TBW07020A/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW07001A kèm bát sen TBW01010A, bát sen TBW01016B, bát sen TBW07020A, van TBV01408B"
2684,TBW07009A/TBG01001B/TBW01016B/TBW01014B/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW07009A, bát sen TBW01016B, bát sen TBW01014B, van TBV01408B"
2685,TBW02006A/TBG02001B/TBW07019A/TBW02013B/TBG02304BA,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, vòi sen TBG02304BA"
2686,TBW01004A/TBW07012A/TBW01016B/TBW01014B/TBV01408B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01004A kèm bát sen TBW07012A, bát sen TBW01016B, bát sen TBW01014B, van TBV01408B"
2687,TBW07001A/TBW07009A/TBW01016B/TBW02013B/TBG03304BA,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG03304BA kèm bát sen TBW07001A, bát sen TBW07009A, bát sen TBW01016B, bát sen TBW02013B"
2688,TBW02004A/TBW02006A/TBW07019A/TBW08009A/TBG02304BA,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02304BA kèm bát sen TBW02004A, bát sen TBW02006A, bát sen TBW07019A, bát sen TBW08009A"
2689,TBW07001A/TBW01010A/TBW01016B/TBW07020A/TBG03304BA,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG03304BA kèm bát sen TBW07001A, bát sen TBW01010A, bát sen TBW01016B, bát sen TBW07020A"
2690,TBW01004A/TBW01010A/TBS02001B/TBS02304B/TBV01103B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBS02001B kèm bát sen TBW01004A, bát sen TBW01010A, vòi sen TBS02304B, van TBV01103B"
2691,TBW08003A1/TBW02006A/TBG10001B/TBG10304VA/TBN01001,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG10001B kèm bát sen TBW08003A1, bát sen TBW02006A, vòi sen TBG10304VA, van TBN01001"
2692,TBW07004A/TBN01002B/TBW01010A/TBG09001B/TBW01016B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG09001B kèm bát sen TBW07004A, van TBN01002B, bát sen TBW01010A, bát sen TBW01016B"
2693,TBW07003A/TBW07009A/TBW07017A(x4)/TBV01102B/TBN011,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW07003A kèm bát sen TBW07009A, bát sen TBW07017A(x4), van TBV01102B, van TBN011"
2694,TBW07003A/TBW01010A/TBG01001B/TBG01304BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW07003A, bát sen TBW01010A, vòi sen TBG01304BA, van TBN01001B"
2695,TBV11130A/TBN11DC0A/TBW15CE0A/TBW15CB0A/TBN01002B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBV11130A kèm van TBN11DC0A, bát sen TBW15CE0A, bát sen TBW15CB0A, van TBN01002B"
2716,VG536,Viglacera,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Viglacera VG536"
2717,S038CP,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm lạnh Caesar S038CP"
2718,S043C,CAESAR,tay-sen,tay-sen,,,"Bộ vòi sen tắm lạnh Caesar S043C (Tay sen tắm xi)"
