sku,brand,subcategory,old_name,new_name,old_slug,new_slug,slug_changed
"KT8050FB – S80","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FB – S80 KT8050FB – S80","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FB – S80","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fb-s80-kt8050fb-s80","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fb-s80",YES
"KT8050FB – S80 Plus","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FB – S80 Plus KT8050FB – S80 Plus","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FB – S80 Plus","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fb-s80-plus-kt8050fb-s80-plus","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fb-s80-plus",YES
"KT8050FS – S80","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FS – S80 KT8050FS – S80","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FS – S80","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fs-s80-kt8050fs-s80","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fs-s80",YES
"KT8050FS – S80 Plus","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FS – S80 Plus KT8050FS – S80 Plus","Chậu rửa chén Posco 304 Linen dập nổi Kluger KT8050FS – S80 Plus","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fs-s80-plus-kt8050fs-s80-plus","chau-rua-chen-posco-304-linen-dap-noi-kluger-kt8050fs-s80-plus",YES
"KT8050SL Plus","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KT8050SL Plus KT8050SL Plus","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KT8050SL Plus","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-kt8050sl-plus-kt8050sl-plus","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-kt8050sl-plus",YES
"KY7545FS – S75","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Linen dập nổi Kluger KY7545FS – S75 KY7545FS – S75","Chậu rửa chén Posco 304 Linen dập nổi Kluger KY7545FS – S75","chau-rua-chen-posco-304-linen-dap-noi-kluger-ky7545fs-s75-ky7545fs-s75","chau-rua-chen-posco-304-linen-dap-noi-kluger-ky7545fs-s75",YES
"KY7545SL Basic","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY7545SL Basic KY7545SL Basic","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY7545SL Basic","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky7545sl-basic-ky7545sl-basic","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky7545sl-basic",YES
"KY7545SL Plus","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY7545SL Plus KY7545SL Plus","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY7545SL Plus","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky7545sl-plus-ky7545sl-plus","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky7545sl-plus",YES
"KY8045FS – S80","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Linen dập nổi Kluger KY8045FS – S80 KY8045FS – S80","Chậu rửa chén Posco 304 Linen dập nổi Kluger KY8045FS – S80","chau-rua-chen-posco-304-linen-dap-noi-kluger-ky8045fs-s80-ky8045fs-s80","chau-rua-chen-posco-304-linen-dap-noi-kluger-ky8045fs-s80",YES
"KY8045SL Basic","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY8045SL Basic KY8045SL Basic","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY8045SL Basic","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky8045sl-basic-ky8045sl-basic","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky8045sl-basic",YES
"KY8045SL Plus","Kluger","chau-rua-chen","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY8045SL Plus KY8045SL Plus","Chậu rửa chén Posco 304 Super Linen dập nổi Kluger KY8045SL Plus","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky8045sl-plus-ky8045sl-plus","chau-rua-chen-posco-304-super-linen-dap-noi-kluger-ky8045sl-plus",YES
"X - 3","Kluger","chau-rua-chen","Dụng cụ rửa ly Inox 304 Kluger X - 3 X - 3","Dụng cụ rửa ly Inox 304 Kluger X - 3","dung-cu-rua-ly-inox-304-kluger-x-3-x-3","dung-cu-rua-ly-inox-304-kluger-x-3",YES
"X - 3B","Kluger","chau-rua-chen","Dụng cụ rửa ly Inox 304 Kluger X - 3B X - 3B","Dụng cụ rửa ly Inox 304 Kluger X - 3B","dung-cu-rua-ly-inox-304-kluger-x-3b-x-3b","dung-cu-rua-ly-inox-304-kluger-x-3b",YES
"22003R","MOEN","chau-rua-chen","Chậu rửa chén 1 hộc MOEN 22003R 22003R","Chậu rửa chén 1 hộc MOEN 22003R","chau-rua-chen-1-hoc-moen-22003r-22003r","chau-rua-chen-1-hoc-moen-22003r",YES
"22163","MOEN","chau-rua-chen","Chậu rửa chén 2 hố Sand Finish MOEN 22163 22163","Chậu rửa chén 2 hố Sand Finish MOEN 22163","chau-rua-chen-2-ho-sand-finish-moen-22163-22163","chau-rua-chen-2-ho-sand-finish-moen-22163",YES
"22173","MOEN","chau-rua-chen","Chậu rửa chén 1 hộc MOEN 22173 22173","Chậu rửa chén 1 hộc MOEN 22173","chau-rua-chen-1-hoc-moen-22173-22173","chau-rua-chen-1-hoc-moen-22173",YES
"22181","MOEN","chau-rua-chen","Chậu rửa chén 3 hộc MOEN 22181 22181","Chậu rửa chén 3 hộc MOEN 22181","chau-rua-chen-3-hoc-moen-22181-22181","chau-rua-chen-3-hoc-moen-22181",YES
"22183","MOEN","chau-rua-chen","Chậu rửa chén 2 hộc MOEN 22183 22183","Chậu rửa chén 2 hộc MOEN 22183","chau-rua-chen-2-hoc-moen-22183-22183","chau-rua-chen-2-hoc-moen-22183",YES
"22257","MOEN","chau-rua-chen","Chậu rửa chén 2 hố bán âm Sand Finish MOEN 22257 22257","Chậu rửa chén 2 hố bán âm Sand Finish MOEN 22257","chau-rua-chen-2-ho-ban-am-sand-finish-moen-22257-22257","chau-rua-chen-2-ho-ban-am-sand-finish-moen-22257",YES
"23515R","MOEN","chau-rua-chen","Chậu rửa chén vuông 1 hố Sand Finish MOEN 23515R 23515R","Chậu rửa chén vuông 1 hố Sand Finish MOEN 23515R","chau-rua-chen-vuong-1-ho-sand-finish-moen-23515r-23515r","chau-rua-chen-vuong-1-ho-sand-finish-moen-23515r",YES
"23600S-30","MOEN","chau-rua-chen","Chậu rửa chén 2 hố Sand Finish MOEN 23600S-30 23600S-30","Chậu rửa chén 2 hố Sand Finish MOEN 23600S-30","chau-rua-chen-2-ho-sand-finish-moen-23600s-30-23600s-30","chau-rua-chen-2-ho-sand-finish-moen-23600s-30",YES
"23601S-30","MOEN","chau-rua-chen","Chậu rửa chén 2 hố Sand Finish MOEN 23601S-30 23601S-30","Chậu rửa chén 2 hố Sand Finish MOEN 23601S-30","chau-rua-chen-2-ho-sand-finish-moen-23601s-30-23601s-30","chau-rua-chen-2-ho-sand-finish-moen-23601s-30",YES
"23607-30","MOEN","chau-rua-chen","Chậu rửa chén tròn 1 hố Sand Finish MOEN 23607-30 23607-30","Chậu rửa chén tròn 1 hố Sand Finish MOEN 23607-30","chau-rua-chen-tron-1-ho-sand-finish-moen-23607-30-23607-30","chau-rua-chen-tron-1-ho-sand-finish-moen-23607-30",YES
"23700","MOEN","chau-rua-chen","Giỏ đặt lên chậu rửa chén MOEN 23700 23700","Giỏ đặt lên chậu rửa chén MOEN 23700","gio-dat-len-chau-rua-chen-moen-23700-23700","gio-dat-len-chau-rua-chen-moen-23700",YES
"23701","MOEN","chau-rua-chen","Giỏ đặt lên chậu rửa chén MOEN 23701 23701","Giỏ đặt lên chậu rửa chén MOEN 23701","gio-dat-len-chau-rua-chen-moen-23701-23701","gio-dat-len-chau-rua-chen-moen-23701",YES
"23708","MOEN","chau-rua-chen","Khay đặt lên chậu rửa chén MOEN 23708 23708","Khay đặt lên chậu rửa chén MOEN 23708","khay-dat-len-chau-rua-chen-moen-23708-23708","khay-dat-len-chau-rua-chen-moen-23708",YES
"23709","MOEN","chau-rua-chen","Khay đặt lên chậu rửa chén MOEN 23709 23709","Khay đặt lên chậu rửa chén MOEN 23709","khay-dat-len-chau-rua-chen-moen-23709-23709","khay-dat-len-chau-rua-chen-moen-23709",YES
"27112","MOEN","chau-rua-chen","Chậu rửa chén bát 2 hộc Silky Finish MOEN 27112 27112","Chậu rửa chén bát 2 hộc Silky Finish MOEN 27112","chau-rua-chen-bat-2-hoc-silky-finish-moen-27112-27112","chau-rua-chen-bat-2-hoc-silky-finish-moen-27112",YES
"27121","MOEN","chau-rua-chen","Chậu rửa chén 1 hộc MOEN 27121 27121","Chậu rửa chén 1 hộc MOEN 27121","chau-rua-chen-1-hoc-moen-27121-27121","chau-rua-chen-1-hoc-moen-27121",YES
"27132SL","MOEN","chau-rua-chen","Chậu rửa chén 2 hố Sand Finish MOEN 27132SL 27132SL","Chậu rửa chén 2 hố Sand Finish MOEN 27132SL","chau-rua-chen-2-ho-sand-finish-moen-27132sl-27132sl","chau-rua-chen-2-ho-sand-finish-moen-27132sl",YES
"AECI8246","MOEN","chau-rua-chen","Chậu rửa chén 2 hộc MOEN AECI8246 AECI8246","Chậu rửa chén 2 hộc MOEN AECI8246","chau-rua-chen-2-hoc-moen-aeci8246-aeci8246","chau-rua-chen-2-hoc-moen-aeci8246",YES
"MCL314","MOEN","chau-rua-chen","Chậu rửa chén 2 hộc MOEN MCL314 MCL314","Chậu rửa chén 2 hộc MOEN MCL314","chau-rua-chen-2-hoc-moen-mcl314-mcl314","chau-rua-chen-2-hoc-moen-mcl314",YES
"MCL314MCL750","MOEN","chau-rua-chen","Chậu rửa chén 2 hố Sand Finish MOEN MCL314MCL750 MCL314MCL750","Chậu rửa chén 2 hố Sand Finish MOEN MCL314MCL750","chau-rua-chen-2-ho-sand-finish-moen-mcl314mcl750-mcl314mcl750","chau-rua-chen-2-ho-sand-finish-moen-mcl314mcl750",YES
"SK28202SL","MOEN","chau-rua-chen","Chậu rửa chén 2 hố bán âm MOEN SK28202SL SK28202SL","Chậu rửa chén 2 hố bán âm MOEN SK28202SL","chau-rua-chen-2-ho-ban-am-moen-sk28202sl-sk28202sl","chau-rua-chen-2-ho-ban-am-moen-sk28202sl",YES
"SK63813FB","MOEN","chau-rua-chen","Chậu rửa chén 1 hộc Moen SK63813FB SK63813FB","Chậu rửa chén 1 hộc Moen SK63813FB","chau-rua-chen-1-hoc-moen-sk63813fb-sk63813fb","chau-rua-chen-1-hoc-moen-sk63813fb",YES
"0433-WT","American Standard","lavabo","Chậu lavabo âm bàn CONCEPT American Standard 0433-WT (0433WT) 0433-WT","Chậu lavabo âm bàn CONCEPT American Standard 0433-WT (0433WT)","chau-lavabo-am-ban-concept-american-standard-0433-wt-0433wt-0433-wt","chau-lavabo-am-ban-concept-american-standard-0433-wt-0433wt",YES
"0452-WT","American Standard","lavabo","Chậu lavabo dương vành American Standard 0452-WT (0452WT) 0452-WT","Chậu lavabo dương vành American Standard 0452-WT (0452WT)","chau-lavabo-duong-vanh-american-standard-0452-wt-0452wt-0452-wt","chau-lavabo-duong-vanh-american-standard-0452-wt-0452wt",YES
"0458-WT","American Standard","lavabo","Chậu lavabo âm bàn American Standard 0458-WT (0458WT) 0458-WT","Chậu lavabo âm bàn American Standard 0458-WT (0458WT)","chau-lavabo-am-ban-american-standard-0458-wt-0458wt-0458-wt","chau-lavabo-am-ban-american-standard-0458-wt-0458wt",YES
"0477-WT","American Standard","lavabo","Chậu lavabo dương vành American Standard 0477-WT (0477WT) 0477-WT","Chậu lavabo dương vành American Standard 0477-WT (0477WT)","chau-lavabo-duong-vanh-american-standard-0477-wt-0477wt-0477-wt","chau-lavabo-duong-vanh-american-standard-0477-wt-0477wt",YES
"0500-WT","American Standard","lavabo","Chậu lavabo đặt bàn American Standard 0500-WT (0500WT) 0500-WT","Chậu lavabo đặt bàn American Standard 0500-WT (0500WT)","chau-lavabo-dat-ban-american-standard-0500-wt-0500wt-0500-wt","chau-lavabo-dat-ban-american-standard-0500-wt-0500wt",YES
"0507-WT","American Standard","lavabo","Chậu lavabo treo tường American Standard 0507-WT (0507WT) 0507-WT","Chậu lavabo treo tường American Standard 0507-WT (0507WT)","chau-lavabo-treo-tuong-american-standard-0507-wt-0507wt-0507-wt","chau-lavabo-treo-tuong-american-standard-0507-wt-0507wt",YES
"0509-WT","American Standard","lavabo","Chậu lavabo đặt bàn American Standard 0509-WT (0509WT) 0509-WT","Chậu lavabo đặt bàn American Standard 0509-WT (0509WT)","chau-lavabo-dat-ban-american-standard-0509-wt-0509wt-0509-wt","chau-lavabo-dat-ban-american-standard-0509-wt-0509wt",YES
"0533-WT","American Standard","lavabo","Chậu rửa mặt lavabo bán âm LOVEN American Standard 0533-WT (0533WT) 0533-WT","Chậu rửa mặt lavabo bán âm LOVEN American Standard 0533-WT (0533WT)","chau-rua-mat-lavabo-ban-am-loven-american-standard-0533-wt-0533wt-0533-wt","chau-rua-mat-lavabo-ban-am-loven-american-standard-0533-wt-0533wt",YES
"0553-WT","American Standard","lavabo","Chậu lavabo treo tường American Standard 0553-WT (0553WT) 0553-WT","Chậu lavabo treo tường American Standard 0553-WT (0553WT)","chau-lavabo-treo-tuong-american-standard-0553-wt-0553wt-0553-wt","chau-lavabo-treo-tuong-american-standard-0553-wt-0553wt",YES
"0707-WT","American Standard","lavabo","Chân chậu lavabo lửng American Standard 0707-WT (0707WT) 0707-WT","Chân chậu lavabo lửng American Standard 0707-WT (0707WT)","chan-chau-lavabo-lung-american-standard-0707-wt-0707wt-0707-wt","chan-chau-lavabo-lung-american-standard-0707-wt-0707wt",YES
"0712-WT","American Standard","lavabo","Chân chậu lavabo lửng American Standard 0712-WT (0712WT) 0712-WT","Chân chậu lavabo lửng American Standard 0712-WT (0712WT)","chan-chau-lavabo-lung-american-standard-0712-wt-0712wt-0712-wt","chan-chau-lavabo-lung-american-standard-0712-wt-0712wt",YES
"0740-WT","American Standard","lavabo","Chân chậu lavabo lửng American Standard 0740-WT (0740WT) 0740-WT","Chân chậu lavabo lửng American Standard 0740-WT (0740WT)","chan-chau-lavabo-lung-american-standard-0740-wt-0740wt-0740-wt","chan-chau-lavabo-lung-american-standard-0740-wt-0740wt",YES
"0755-WT","American Standard","lavabo","Chân chậu lavabo lửng American Standard 0755-WT (0755WT) 0755-WT","Chân chậu lavabo lửng American Standard 0755-WT (0755WT)","chan-chau-lavabo-lung-american-standard-0755-wt-0755wt-0755-wt","chan-chau-lavabo-lung-american-standard-0755-wt-0755wt",YES
"0950-WT","American Standard","lavabo","Chậu lavabo đặt bàn American Standard 0950-WT (0950WT) 0950-WT","Chậu lavabo đặt bàn American Standard 0950-WT (0950WT)","chau-lavabo-dat-ban-american-standard-0950-wt-0950wt-0950-wt","chau-lavabo-dat-ban-american-standard-0950-wt-0950wt",YES
"0953-WT","American Standard","lavabo","Chậu lavabo treo tường American Standard 0953-WT (0953WT) 0953-WT","Chậu lavabo treo tường American Standard 0953-WT (0953WT)","chau-lavabo-treo-tuong-american-standard-0953-wt-0953wt-0953-wt","chau-lavabo-treo-tuong-american-standard-0953-wt-0953wt",YES
"0955-WT","American Standard","lavabo","Chậu lavabo treo tường American Standard 0955-WT (0955WT) 0955-WT","Chậu lavabo treo tường American Standard 0955-WT (0955WT)","chau-lavabo-treo-tuong-american-standard-0955-wt-0955wt-0955-wt","chau-lavabo-treo-tuong-american-standard-0955-wt-0955wt",YES
"TI-0459-WT","American Standard","lavabo","Chậu lavabo âm bàn Activa American Standard TI-0459-WT (TI0459WT) TI-0459-WT","Chậu lavabo âm bàn Activa American Standard TI-0459-WT (TI0459WT)","chau-lavabo-am-ban-activa-american-standard-ti-0459-wt-ti0459wt-ti-0459-wt","chau-lavabo-am-ban-activa-american-standard-ti-0459-wt-ti0459wt",YES
"VF-0262","American Standard","lavabo","Chậu lavabo treo tường LOVEN American Standard VF-0262 (VF0262) VF-0262","Chậu lavabo treo tường LOVEN American Standard VF-0262 (VF0262)","chau-lavabo-treo-tuong-loven-american-standard-vf-0262-vf0262-vf-0262","chau-lavabo-treo-tuong-loven-american-standard-vf-0262-vf0262",YES
"VF-0320","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard VF-0320 (VF0320) VF-0320","Chậu rửa mặt lavabo bán âm American Standard VF-0320 (VF0320)","chau-rua-mat-lavabo-ban-am-american-standard-vf-0320-vf0320-vf-0320","chau-rua-mat-lavabo-ban-am-american-standard-vf-0320-vf0320",YES
"VF-0333","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard VF-0333 (VF0333) VF-0333","Chậu rửa mặt lavabo bán âm American Standard VF-0333 (VF0333)","chau-rua-mat-lavabo-ban-am-american-standard-vf-0333-vf0333-vf-0333","chau-rua-mat-lavabo-ban-am-american-standard-vf-0333-vf0333",YES
"VF-0420","American Standard","lavabo","Chậu lavabo dương vành American Standard VF-0420 (VF0420) VF-0420","Chậu lavabo dương vành American Standard VF-0420 (VF0420)","chau-lavabo-duong-vanh-american-standard-vf-0420-vf0420-vf-0420","chau-lavabo-duong-vanh-american-standard-vf-0420-vf0420",YES
"VF-0462","American Standard","lavabo","Chậu lavabo dương vành LOVEN American Standard VF-0462 (VF0462) VF-0462","Chậu lavabo dương vành LOVEN American Standard VF-0462 (VF0462)","chau-lavabo-duong-vanh-loven-american-standard-vf-0462-vf0462-vf-0462","chau-lavabo-duong-vanh-loven-american-standard-vf-0462-vf0462",YES
"VF-0476","American Standard","lavabo","Chậu lavabo dương vành American Standard VF-0476 (VF0476) VF-0476","Chậu lavabo dương vành American Standard VF-0476 (VF0476)","chau-lavabo-duong-vanh-american-standard-vf-0476-vf0476-vf-0476","chau-lavabo-duong-vanh-american-standard-vf-0476-vf0476",YES
"VF-0496","American Standard","lavabo","Chậu lavabo âm bàn American Standard VF-0496 (VF0496) VF-0496","Chậu lavabo âm bàn American Standard VF-0496 (VF0496)","chau-lavabo-am-ban-american-standard-vf-0496-vf0496-vf-0496","chau-lavabo-am-ban-american-standard-vf-0496-vf0496",YES
"VF-0519","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard VF-0519 (VF0519) (0519-WT) VF-0519","Chậu rửa mặt lavabo bán âm American Standard VF-0519 (VF0519) (0519-WT)","chau-rua-mat-lavabo-ban-am-american-standard-vf-0519-vf0519-0519-wt-vf-0519","chau-rua-mat-lavabo-ban-am-american-standard-vf-0519-vf0519-0519-wt",YES
"VF-0620","American Standard","lavabo","Chậu lavabo đặt bàn American Standard VF-0620 (VF0620) VF-0620","Chậu lavabo đặt bàn American Standard VF-0620 (VF0620)","chau-lavabo-dat-ban-american-standard-vf-0620-vf0620-vf-0620","chau-lavabo-dat-ban-american-standard-vf-0620-vf0620",YES
"VF-0741","American Standard","lavabo","Chân chậu lavabo lửng American Standard VF-0741 (VF0741) VF-0741","Chân chậu lavabo lửng American Standard VF-0741 (VF0741)","chan-chau-lavabo-lung-american-standard-vf-0741-vf0741-vf-0741","chan-chau-lavabo-lung-american-standard-vf-0741-vf0741",YES
"VF-0901","American Standard","lavabo","Chân chậu lavabo dài American Standard VF-0901 (VF0901) VF-0901","Chân chậu lavabo dài American Standard VF-0901 (VF0901)","chan-chau-lavabo-dai-american-standard-vf-0901-vf0901-vf-0901","chan-chau-lavabo-dai-american-standard-vf-0901-vf0901",YES
"VF-0912","American Standard","lavabo","Chân chậu lavabo lửng American Standard VF-0912 (VF0912) VF-0912","Chân chậu lavabo lửng American Standard VF-0912 (VF0912)","chan-chau-lavabo-lung-american-standard-vf-0912-vf0912-vf-0912","chan-chau-lavabo-lung-american-standard-vf-0912-vf0912",YES
"VF-0940.1H","American Standard","lavabo","Chậu lavabo treo tường American Standard VF-0940 (VF0940) VF-0940.1H","Chậu lavabo treo tường American Standard VF-0940 (VF0940)","chau-lavabo-treo-tuong-american-standard-vf-0940-vf0940-vf-09401h","chau-lavabo-treo-tuong-american-standard-vf-0940-vf0940",YES
"VF-0947","American Standard","lavabo","Chậu lavabo treo tường American Standard VF-0947 (VF0947) VF-0947","Chậu lavabo treo tường American Standard VF-0947 (VF0947)","chau-lavabo-treo-tuong-american-standard-vf-0947-vf0947-vf-0947","chau-lavabo-treo-tuong-american-standard-vf-0947-vf0947",YES
"VF-0969.1H","American Standard","lavabo","Chậu lavabo treo tường American Standard VF-0969 (VF0969) VF-0969.1H","Chậu lavabo treo tường American Standard VF-0969 (VF0969)","chau-lavabo-treo-tuong-american-standard-vf-0969-vf0969-vf-09691h","chau-lavabo-treo-tuong-american-standard-vf-0969-vf0969",YES
"VF-7062","American Standard","lavabo","Chân chậu lavabo lửng LOVEN American Standard VF-7062 (VF7062) VF-7062","Chân chậu lavabo lửng LOVEN American Standard VF-7062 (VF7062)","chan-chau-lavabo-lung-loven-american-standard-vf-7062-vf7062-vf-7062","chan-chau-lavabo-lung-loven-american-standard-vf-7062-vf7062",YES
"WP-0310","American Standard","lavabo","Chậu lavabo dương vành American Standard WP-0310 (WP0310) WP-0310","Chậu lavabo dương vành American Standard WP-0310 (WP0310)","chau-lavabo-duong-vanh-american-standard-wp-0310-wp0310-wp-0310","chau-lavabo-duong-vanh-american-standard-wp-0310-wp0310",YES
"WP-0468","American Standard","lavabo","Chậu lavabo âm bàn Loven American Standard WP-0468 (WP0468) WP-0468","Chậu lavabo âm bàn Loven American Standard WP-0468 (WP0468)","chau-lavabo-am-ban-loven-american-standard-wp-0468-wp0468-wp-0468","chau-lavabo-am-ban-loven-american-standard-wp-0468-wp0468",YES
"WP-0488","American Standard","lavabo","Chậu lavabo âm bàn American Standard WP-0488 (WP0488) WP-0488","Chậu lavabo âm bàn American Standard WP-0488 (WP0488)","chau-lavabo-am-ban-american-standard-wp-0488-wp0488-wp-0488","chau-lavabo-am-ban-american-standard-wp-0488-wp0488",YES
"WP-0618","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-0618 (WP0618) WP-0618","Chậu lavabo đặt bàn American Standard WP-0618 (WP0618)","chau-lavabo-dat-ban-american-standard-wp-0618-wp0618-wp-0618","chau-lavabo-dat-ban-american-standard-wp-0618-wp0618",YES
"WP-0628","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-0628 (WP0628) WP-0628","Chậu lavabo đặt bàn American Standard WP-0628 (WP0628)","chau-lavabo-dat-ban-american-standard-wp-0628-wp0628-wp-0628","chau-lavabo-dat-ban-american-standard-wp-0628-wp0628",YES
"WP-0638","American Standard","lavabo","Chậu lavabo đặt bàn Loven American Standard WP-0638 (WP0638) WP-0638","Chậu lavabo đặt bàn Loven American Standard WP-0638 (WP0638)","chau-lavabo-dat-ban-loven-american-standard-wp-0638-wp0638-wp-0638","chau-lavabo-dat-ban-loven-american-standard-wp-0638-wp0638",YES
"WP-0639","American Standard","lavabo","Chậu lavabo đặt bàn Concept American Standard WP-0639 (WP0639) WP-0639","Chậu lavabo đặt bàn Concept American Standard WP-0639 (WP0639)","chau-lavabo-dat-ban-concept-american-standard-wp-0639-wp0639-wp-0639","chau-lavabo-dat-ban-concept-american-standard-wp-0639-wp0639",YES
"WP-1511","American Standard","lavabo","Chậu lavabo treo tường American Standard WP-1511 (WP1511) WP-1511","Chậu lavabo treo tường American Standard WP-1511 (WP1511)","chau-lavabo-treo-tuong-american-standard-wp-1511-wp1511-wp-1511","chau-lavabo-treo-tuong-american-standard-wp-1511-wp1511",YES
"WP-F301","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard WP-F301 (WPF301) WP-F301","Chậu rửa mặt lavabo bán âm American Standard WP-F301 (WPF301)","chau-rua-mat-lavabo-ban-am-american-standard-wp-f301-wpf301-wp-f301","chau-rua-mat-lavabo-ban-am-american-standard-wp-f301-wpf301",YES
"WP-F307","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard WP-F307 (WPF307) WP-F307","Chậu rửa mặt lavabo bán âm American Standard WP-F307 (WPF307)","chau-rua-mat-lavabo-ban-am-american-standard-wp-f307-wpf307-wp-f307","chau-rua-mat-lavabo-ban-am-american-standard-wp-f307-wpf307",YES
"WP-F411","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-F411 (WPF411) WP-F411","Chậu lavabo đặt bàn American Standard WP-F411 (WPF411)","chau-lavabo-dat-ban-american-standard-wp-f411-wpf411-wp-f411","chau-lavabo-dat-ban-american-standard-wp-f411-wpf411",YES
"WP-F412","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-F412 (WPF412) WP-F412","Chậu lavabo đặt bàn American Standard WP-F412 (WPF412)","chau-lavabo-dat-ban-american-standard-wp-f412-wpf412-wp-f412","chau-lavabo-dat-ban-american-standard-wp-f412-wpf412",YES
"WP-F417","American Standard","lavabo","Chậu lavabo dương vành American Standard WP-F417 (WPF417) WP-F417","Chậu lavabo dương vành American Standard WP-F417 (WPF417)","chau-lavabo-duong-vanh-american-standard-wp-f417-wpf417-wp-f417","chau-lavabo-duong-vanh-american-standard-wp-f417-wpf417",YES
"WP-F419","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard WP-F419 (WPF419) WP-F419","Chậu rửa mặt lavabo bán âm American Standard WP-F419 (WPF419)","chau-rua-mat-lavabo-ban-am-american-standard-wp-f419-wpf419-wp-f419","chau-rua-mat-lavabo-ban-am-american-standard-wp-f419-wpf419",YES
"WP-F420","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-F420 (WPF420) WP-F420","Chậu lavabo đặt bàn American Standard WP-F420 (WPF420)","chau-lavabo-dat-ban-american-standard-wp-f420-wpf420-wp-f420","chau-lavabo-dat-ban-american-standard-wp-f420-wpf420",YES
"WP-F514","American Standard","lavabo","Chậu lavabo âm bàn American Standard WP-F514 (WPF514) WP-F514","Chậu lavabo âm bàn American Standard WP-F514 (WPF514)","chau-lavabo-am-ban-american-standard-wp-f514-wpf514-wp-f514","chau-lavabo-am-ban-american-standard-wp-f514-wpf514",YES
"WP-F519","American Standard","lavabo","Chậu rửa mặt lavabo bán âm American Standard WP-F519 (WPF519) WP-F519","Chậu rửa mặt lavabo bán âm American Standard WP-F519 (WPF519)","chau-rua-mat-lavabo-ban-am-american-standard-wp-f519-wpf519-wp-f519","chau-rua-mat-lavabo-ban-am-american-standard-wp-f519-wpf519",YES
"WP-F525.1H","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-F525 (WPF525) WP-F525.1H","Chậu lavabo đặt bàn American Standard WP-F525 (WPF525)","chau-lavabo-dat-ban-american-standard-wp-f525-wpf525-wp-f5251h","chau-lavabo-dat-ban-american-standard-wp-f525-wpf525",YES
"WP-F608","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-F608 (WPF608) WP-F608","Chậu lavabo đặt bàn American Standard WP-F608 (WPF608)","chau-lavabo-dat-ban-american-standard-wp-f608-wpf608-wp-f608","chau-lavabo-dat-ban-american-standard-wp-f608-wpf608",YES
"WP-F611","American Standard","lavabo","Chậu lavabo đặt bàn American Standard WP-F611 (WPF611) WP-F611","Chậu lavabo đặt bàn American Standard WP-F611 (WPF611)","chau-lavabo-dat-ban-american-standard-wp-f611-wpf611-wp-f611","chau-lavabo-dat-ban-american-standard-wp-f611-wpf611",YES
