old_slug,new_slug,old_url,new_url,sku
"bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs02302v-dgh104zr-dm907cstbs02302vdgh104zr","bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs02302v-bat-sen-dgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs02302v-dgh104zr-dm907cstbs02302vdgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs02302v-bat-sen-dgh104zr","DM907CS/TBS02302V/DGH104ZR"
"bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs03302v-dgh104zr-dm907cstbs03302vdgh104zr","bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs03302v-bat-sen-dgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs03302v-dgh104zr-dm907cstbs03302vdgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs03302v-bat-sen-dgh104zr","DM907CS/TBS03302V/DGH104ZR"
"bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs04302v-dgh104zr-dm907cstbs04302vdgh104zr","bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs04302v-bat-sen-dgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs04302v-dgh104zr-dm907cstbs04302vdgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs04302v-bat-sen-dgh104zr","DM907CS/TBS04302V/DGH104ZR"
"set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbg11303v-tbn01001b-tbw01016b-tbw01014b-tbw01010v-tbg11303vtbn01001btbw01016btbw01014btbw01010v","set-sen-tam-toto-tbg11303v-kem-van-tbn01001b-bat-sen-tbw01016b-bat-sen-tbw01014b-bat-sen-tbw01010v","/san-pham/set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbg11303v-tbn01001b-tbw01016b-tbw01014b-tbw01010v-tbg11303vtbn01001btbw01016btbw01014btbw01010v","/san-pham/set-sen-tam-toto-tbg11303v-kem-van-tbn01001b-bat-sen-tbw01016b-bat-sen-tbw01014b-bat-sen-tbw01010v","TBG11303V/TBN01001B/TBW01016B/TBW01014B/TBW01010V"
"bo-sen-tam-nong-lanh-toto-tbs01302v-dgh104zr-tbs01302vdgh104zr","bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-dgh104zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-dgh104zr-tbs01302vdgh104zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-dgh104zr","TBS01302V/DGH104ZR"
"bo-sen-tam-nong-lanh-toto-tbs01302v-dgh108zr-5-che-do-tbs01302vdgh108zr","bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-dgh108zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-dgh108zr-5-che-do-tbs01302vdgh108zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-dgh108zr","TBS01302V/DGH108ZR"
"bo-sen-tam-nong-lanh-toto-tbs01302v-tbw01010a-3-che-do-tbs01302vtbw01010a","bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-tbw01010a","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-tbw01010a-3-che-do-tbs01302vtbw01010a","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-tbw01010a","TBS01302V/TBW01010A"
"bo-sen-tam-nong-lanh-toto-tbs01302v-tbw02006a-3-che-do-tbs01302vtbw02006a","bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-tbw02006a","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-tbw02006a-3-che-do-tbs01302vtbw02006a","/san-pham/bo-sen-tam-nong-lanh-toto-tbs01302v-kem-bat-sen-tbw02006a","TBS01302V/TBW02006A"
"bo-sen-tam-nong-lanh-toto-tbs02302v-dgh104zr-tbs02302vdgh104zr","bo-sen-tam-nong-lanh-toto-tbs02302v-kem-bat-sen-dgh104zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs02302v-dgh104zr-tbs02302vdgh104zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs02302v-kem-bat-sen-dgh104zr","TBS02302V/DGH104ZR"
"bo-sen-tam-nong-lanh-toto-tbs02302v-dgh108zr-5-che-do-tbs02302vdgh108zr","bo-sen-tam-nong-lanh-toto-tbs02302v-kem-bat-sen-dgh108zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs02302v-dgh108zr-5-che-do-tbs02302vdgh108zr","/san-pham/bo-sen-tam-nong-lanh-toto-tbs02302v-kem-bat-sen-dgh108zr","TBS02302V/DGH108ZR"
